,id,name,sex,geography,postcode,ethnic_group,nationality,occupation,Diesel car,Diesel consumption,Electricity consumption,Family type,Gas Availability,Gas consumption,House ID,House members,Individual type,Motor cycle,Number of bedrooms,Other fuel car,Petrol car,Petrol consumption,Region
3319,3319,Ben Baldwin,male,Yorkshire and The Humber,HU11 5HG,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
3276,3276,Alan Day,male,Wales,SA61 2TN,Asian / Asian British: Bangladeshi,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
3160,3160,Mandy Parker,female,South East,RG29 1LG,White,United Kingdom,Other,,,,,,,,,,,,,,,
5865,5865,Mark Carroll,male,North West,OL8 4QY,Asian / Asian British: Pakistani,United Kingdom,Other,,,,,,,,,,,,,,,
7097,7097,Gareth White,male,Yorkshire and The Humber,S75 2JT,White,United Kingdom,Other,,,,,,,,,,,,,,,
3068,3068,Shane Mitchell,male,North West,PR1 9LQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
9952,9952,Hugh Lee,male,Scotland,G13 2TQ,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
1256,1256,Lynda Shaw,female,West Midlands,HR6 9HE,White,United Kingdom,Other,,,,,,,,,,,,,,,
4260,4260,Carole Scott,female,East Midlands,NN4 4FR,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
7414,7414,Julian Richards,male,Wales,CF5 4SP,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
4546,4546,Heather Bell,female,London,DA7 4PT,White,United Kingdom,Other,,,,,,,,,,,,,,,
3931,3931,James Morgan,male,London,CR0 4HJ,White,Bulgaria,Other,,,,,,,,,,,,,,,
5916,5916,Douglas Matthews,male,South West,BH8 8XD,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
9142,9142,Heather Morris,female,West Midlands,ST10 9BJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
4013,4013,Oliver Hayes,male,North East,DL5 6EF,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
6920,6920,Bethany Hammond,female,North West,OL2 6YR,White,United Kingdom,Other,,,,,,,,,,,,,,,
4643,4643,Debra Griffin,female,Wales,LL14 1UF,White,United Kingdom,Other,,,,,,,,,,,,,,,
6792,6792,Shirley Bond,female,South East,ME10 2FD,White,United Kingdom,Other,,,,,,,,,,,,,,,
2673,2673,Ronald Brooks,male,London,N13 5BP,Asian / Asian British: Indian,Brazil,Other,,,,,,,,,,,,,,,
3151,3151,Chelsea Shepherd,female,South West,SN3 5AZ,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
5671,5671,Lawrence Richardson,male,Yorkshire and The Humber,LS7 1AH,Asian / Asian British: Indian,Italy,Other,,,,,,,,,,,,,,,
5261,5261,Carol Akhtar,female,London,BR7 6EU,Asian / Asian British: Other Asian,United Kingdom,Other,,,,,,,,,,,,,,,
3960,3960,Abdul Walsh,male,North West,SK8 5AP,White,United Kingdom,Other,,,,,,,,,,,,,,,
8364,8364,Leslie Gibson,male,South East,KT8 9FE,Mixed / Multiple ethnic group,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7600,7600,Brandon Jones,male,South West,PL7 2YE,White,United Kingdom,Other,,,,,,,,,,,,,,,
6536,6536,Robert Peters,male,Yorkshire and The Humber,HG3 2PH,White,United Kingdom,Other,,,,,,,,,,,,,,,
6315,6315,Glenn Graham,male,East,CM18 6HN,Mixed / Multiple ethnic group,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
8600,8600,Janice Brown,female,London,NW5 4PJ,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
9565,9565,John Davies,male,East,AL1 5AH,White,United Kingdom,Other,,,,,,,,,,,,,,,
7927,7927,Rhys Pearce,male,Yorkshire and The Humber,DN4 0UD,White,United Kingdom,Other,,,,,,,,,,,,,,,
4630,4630,Jasmine Atkinson,female,West Midlands,WR1 3EQ,Mixed / Multiple ethnic group,United Kingdom,Other,,,,,,,,,,,,,,,
3781,3781,Beverley Fuller,female,Yorkshire and The Humber,S71 5JH,White,United Kingdom,Other,,,,,,,,,,,,,,,
7164,7164,Emma Cameron,female,South East,DA1 1QJ,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3701,3701,Owen Quinn,male,South East,TN28 8NB,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
6987,6987,Leonard Jenkins,male,London,N1P 1FQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
2779,2779,Dale O'Connor,male,East Midlands,S40 3NZ,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
6396,6396,Maurice Birch,male,North East,TS19 1AS,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
5822,5822,Leslie Thomas,male,South East,RH18 5ND,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
6139,6139,Mohamed Wright,male,South East,BN18 9HE,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
4482,4482,Kirsty Hall,female,North East,TS17 7AH,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
7270,7270,Stuart Marshall,male,South East,RG45 7ES,White,United Kingdom,Other,,,,,,,,,,,,,,,
1848,1848,Daniel Coates,male,Scotland,DG2 8HF,White,Australia,Other,,,,,,,,,,,,,,,
8575,8575,Benjamin Robertson,male,London,DA15 0HD,Asian / Asian British: Indian,South Africa,Other,,,,,,,,,,,,,,,
4323,4323,Jordan Davies,male,North West,LA2 6DH,White,Romania,Other,,,,,,,,,,,,,,,
3721,3721,Josephine Knight,female,North East,TS19 7LH,White,United Kingdom,Other,,,,,,,,,,,,,,,
9248,9248,Neil Iqbal,male,Yorkshire and The Humber,DL8 2HB,White,United Kingdom,Other,,,,,,,,,,,,,,,
7320,7320,Paul Mahmood,male,East Midlands,NG9 6JS,White,United Kingdom,Other,,,,,,,,,,,,,,,
2707,2707,Mohamed Akhtar,male,North East,NE29 8HG,White,United Kingdom,Other,,,,,,,,,,,,,,,
2467,2467,Allan Dodd,male,South East,RH2 9PL,White,Bulgaria,2. Professional occupations,,,,,,,,,,,,,,,
9962,9962,Leigh Brown,male,Yorkshire and The Humber,S13 8JL,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
187,187,Maureen Goodwin,female,North West,L4 8TY,White,United Kingdom,Other,1.0,494.0,2203.3352440000003,One family households,Yes,9951.10001,bb5d7f31-2393-46bd-b40f-250fcaf6170f,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,north west
9694,9694,Christian Murphy,male,East,AL7 4LE,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
5964,5964,Susan Howarth,female,East Midlands,DE4 5NT,White,United Kingdom,Other,,,,,,,,,,,,,,,
4907,4907,Billy McDonald,male,South West,GL20 7RS,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
2097,2097,Carly Nicholls,female,Scotland,G64 1AL,White,United Kingdom,Other,,,,,,,,,,,,,,,
9455,9455,Lucy Hopkins,female,London,SW18 4DW,White,Poland,Other,,,,,,,,,,,,,,,
3215,3215,Gemma Jones,female,East Midlands,LE10 2GY,White,United Kingdom,Other,,,,,,,,,,,,,,,
6781,6781,Sarah Daly,female,North East,TS11 6ED,White,United Kingdom,Other,,,,,,,,,,,,,,,
1363,1363,Max Haynes,male,East,CB6 3PU,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
8953,8953,Harriet Storey,female,South West,BA21 3SL,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
7964,7964,Danny Mills,male,West Midlands,ST10 1ER,White,United Kingdom,Other,,,,,,,,,,,,,,,
583,583,Henry Smith,male,South West,BH13 6AR,White,United Kingdom,7. Sales and customer service occupations,0.0,423.0,2017.878625,One family households,No,0.0,63d159ab-97bd-42de-8314-90fbc5ac452b,2.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,south west
6074,6074,Carole Jones,female,South East,TN15 7SW,White,United Kingdom,Other,,,,,,,,,,,,,,,
1100,1100,Hilary Jones,female,East,LU1 2AR,White,Saudi Arabia,Other,,,,,,,,,,,,,,,
7288,7288,Marion Cooper,female,Scotland,G44 4AX,White,United Kingdom,Other,,,,,,,,,,,,,,,
2517,2517,Julian Holland,male,North West,L7 0LG,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
9580,9580,Roy Ahmed,male,Wales,SA33 6JD,White,United Kingdom,Other,,,,,,,,,,,,,,,
8580,8580,Annette Evans,female,West Midlands,B26 3UH,White,United Kingdom,Other,,,,,,,,,,,,,,,
7033,7033,Lindsey Hobbs,female,Yorkshire and The Humber,S12 2AH,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
8242,8242,Caroline Watts,female,South East,RH15 0TA,White,United Kingdom,Other,,,,,,,,,,,,,,,
1720,1720,Iain Bates,male,North West,LA11 6QQ,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
8523,8523,Bernard Green,male,London,UB8 2AJ,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
9503,9503,Iain Hunter,male,South East,ME2 4LG,White,United Kingdom,Other,,,,,,,,,,,,,,,
9473,9473,Louis Brooks,male,West Midlands,WS2 0HH,White,United Kingdom,Other,,,,,,,,,,,,,,,
5658,5658,Conor Davis,male,North West,M43 7HW,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
4634,4634,Marc Dobson,male,East,LU4 8NE,White,United Kingdom,Other,,,,,,,,,,,,,,,
1945,1945,Geoffrey Martin,male,South West,SN2 7JT,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
2190,2190,Megan Russell,female,Wales,SA15 3SA,White,United Kingdom,Other,,,,,,,,,,,,,,,
2950,2950,Stanley Walton,male,Yorkshire and The Humber,LS29 7RH,White,United Kingdom,Other,,,,,,,,,,,,,,,
9225,9225,Damien Rogers,male,Scotland,AB31 4JY,White,Philippines,Other,,,,,,,,,,,,,,,
1217,1217,Katherine Taylor,female,South West,TQ9 5UX,White,United Kingdom,Other,,,,,,,,,,,,,,,
7022,7022,Chloe Wilkinson,female,London,SE9 1UW,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
9803,9803,Rosemary Robinson,female,South East,SP9 7UR,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
6233,6233,Alice Baker,female,West Midlands,B46 2EP,White,United Kingdom,Other,,,,,,,,,,,,,,,
8712,8712,Marian Palmer,female,West Midlands,B13 9AE,White,United Kingdom,Other,,,,,,,,,,,,,,,
7777,7777,Mary Rowe,female,East Midlands,DE74 2DJ,Asian / Asian British: Indian,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
5108,5108,Nicholas Martin,male,Wales,SA70 7PH,White,United Kingdom,Other,,,,,,,,,,,,,,,
7799,7799,Sharon Davison,female,South West,BS20 6DH,White,United Kingdom,Other,,,,,,,,,,,,,,,
9139,9139,Dylan Phillips,male,North East,TS4 2TX,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
4787,4787,Ross Harper,male,Yorkshire and The Humber,DN14 9ES,White,United Kingdom,Other,,,,,,,,,,,,,,,
1082,1082,Carol Dawson,female,South East,GU22 7HT,White,United Kingdom,Other,,,,,,,,,,,,,,,
7564,7564,Victor Day,male,East,CO9 2GF,White,United Kingdom,Other,,,,,,,,,,,,,,,
1748,1748,Amy Harvey,female,West Midlands,B21 0SA,White,United Kingdom,Other,,,,,,,,,,,,,,,
2366,2366,Robert Humphreys,male,West Midlands,B17 8TU,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
6993,6993,Martyn Parkes,male,Scotland,AB12 3QQ,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7522,7522,Gary Fisher,male,South West,GL19 4LD,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
6173,6173,Katherine Walters,female,Scotland,IV1 3ZG,White,United Kingdom,Other,,,,,,,,,,,,,,,
6474,6474,Rosie Pearson,female,South East,ME15 0EN,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
9777,9777,Rachael Bennett,female,Northern Ireland,BT47 2QN,White,United Kingdom,Other,,,,,,,,,,,,,,,
4136,4136,Elaine Price,female,North West,SK5 6YP,Asian / Asian British: Other Asian,United Kingdom,Other,,,,,,,,,,,,,,,
1631,1631,Hollie Cartwright,female,West Midlands,SY4 5GB,White,United Kingdom,Other,,,,,,,,,,,,,,,
2271,2271,Rosemary Clayton,female,South West,BS39 5DX,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
373,373,Bethany Morris,female,South East,BN6 9BG,White,United Kingdom,7. Sales and customer service occupations,1.0,984.0,4246.724856,One person household,Yes,6775.8849900000005,389fd789-7d48-415e-b963-8964fead7754,1.0,65 or over,1.0,1 bedroom,0.0,0.0,0.0,south east
6017,6017,Julian Thomas,male,Northern Ireland,BT13 2AN,White,United Kingdom,Other,,,,,,,,,,,,,,,
3320,3320,Mohamed Patel,male,South East,SL1 5HU,White,United Kingdom,Other,,,,,,,,,,,,,,,
9971,9971,Ian Green,male,Yorkshire and The Humber,LS14 3FB,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
1114,1114,Tracey Armstrong,female,London,UB6 0RE,Asian / Asian British: Indian,Hungary,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
2504,2504,Carolyn O'Sullivan,female,East Midlands,NG3 4PZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
9342,9342,Sara Anderson,female,North West,WA1 1QX,Asian / Asian British: Pakistani,United Kingdom,Other,,,,,,,,,,,,,,,
9238,9238,Alexander Greenwood,male,East Midlands,NG3 3BU,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3869,3869,Craig Lamb,male,Scotland,ML11 0QU,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
1578,1578,Hugh Mellor,male,West Midlands,DY3 1RN,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
6312,6312,Paige Rahman,female,Scotland,EH16 5BS,White,United Kingdom,Other,,,,,,,,,,,,,,,
256,256,Beth Evans,female,Yorkshire and The Humber,WF12 7TF,White,United Kingdom,Other,0.0,0.0,787.5076680999999,One family households,Yes,3734.612038,ab175a85-9460-4c0d-8a5a-e387e4645883,5.0,Child,0.0,3 bedrooms,0.0,0.0,0.0,yorkshire and the humber
9313,9313,Donald Carey,male,North West,M28 7UW,Asian / Asian British: Pakistani,United Kingdom,Other,,,,,,,,,,,,,,,
6428,6428,Mark Smith,male,East,CO9 3NY,Black / African / Caribbean / Black British,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
4366,4366,Billy Hudson,male,North East,TS10 4GG,White,United Kingdom,Other,,,,,,,,,,,,,,,
8577,8577,Gillian Smith,female,Northern Ireland,BT14 8LA,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
8422,8422,Frank Fowler,male,London,E6 1QT,Asian / Asian British: Pakistani,Poland,Other,,,,,,,,,,,,,,,
6671,6671,Roger Adams,male,West Midlands,ST13 8BJ,Asian / Asian British: Indian,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
9045,9045,Sally Wade,female,London,NW10 7HH,Asian / Asian British: Indian,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
4532,4532,Margaret Oliver,female,West Midlands,B31 3SZ,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
72,72,Ellie Morgan,female,London,DA16 1AU,Black / African / Caribbean / Black British,Poland,4. Administrative and secretarial occupations,0.0,0.0,983.2767162999999,One family households,Yes,175.8962466,a09a318f-0a6d-4494-ac82-36a22af676e8,6.0,Couple,0.0,4 bedrooms,0.0,0.0,0.0,london
6950,6950,Jean Dawson,female,North West,CA25 5NT,White,India,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
3053,3053,Holly Jackson,female,Yorkshire and The Humber,S75 2LG,White,United Kingdom,Other,,,,,,,,,,,,,,,
5169,5169,Roy Edwards,male,East Midlands,S80 4DN,White,United Kingdom,Other,,,,,,,,,,,,,,,
7811,7811,Geoffrey Murphy,male,West Midlands,B29 6AE,Asian / Asian British: Indian,United Kingdom,Other,,,,,,,,,,,,,,,
862,862,Lee Richardson,male,East,CM18 7LW,White,United Kingdom,4. Administrative and secretarial occupations,0.0,382.0,6534.056431,One person household,No,0.0,a922ca30-618d-4f57-83d3-4b7334900108,1.0,65 or over,0.0,1 bedroom,0.0,0.0,0.0,east
4000,4000,Marie Fisher,female,Yorkshire and The Humber,BD4 8EX,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
9100,9100,Douglas Nicholls,male,South East,TN27 9HN,White,United Kingdom,Other,,,,,,,,,,,,,,,
606,606,Nicole Stokes,female,South East,ME2 2RL,White,Canada,Other,0.0,0.0,2292.7578,One family households,Yes,7174.9313329999995,637861f3-bd84-4be6-ad46-58357b304aa5,4.0,Child,0.0,4 bedrooms,0.0,0.0,0.0,south east
58,58,Justin Davis,male,South West,PL14 4NW,White,United Kingdom,5. Skilled trades occupations,0.0,841.0,1193.765175,One family households,No,0.0,4ec3f3af-7959-402a-a99e-b4cf926b6e7d,2.0,Couple,0.0,2 bedrooms,0.0,1.0,111.0,south west
1560,1560,Samantha Russell,female,Wales,CF62 3HG,White,United Kingdom,Other,,,,,,,,,,,,,,,
4684,4684,Patricia Barrett,female,Scotland,G67 2PP,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
9277,9277,Amy Carter,female,Yorkshire and The Humber,LS24 9AR,White,United Kingdom,Other,,,,,,,,,,,,,,,
5636,5636,Kirsty Khan,female,South West,BS16 4DG,White,United Kingdom,Other,,,,,,,,,,,,,,,
1949,1949,Shaun Jones,male,West Midlands,TF4 3BZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
7806,7806,Paul Peters,male,South East,GU17 9JW,White,United Kingdom,Other,,,,,,,,,,,,,,,
2867,2867,Molly Thompson,female,North West,LA8 8ES,White,United Kingdom,Other,,,,,,,,,,,,,,,
8341,8341,Daniel Morgan,male,West Midlands,ST4 9LY,White,United Kingdom,Other,,,,,,,,,,,,,,,
9325,9325,Katherine Brown,female,Yorkshire and The Humber,HD2 1YG,White,United Kingdom,Other,,,,,,,,,,,,,,,
2762,2762,Pamela Wood,female,West Midlands,SY5 0UH,White,United Kingdom,Other,,,,,,,,,,,,,,,
7914,7914,Roger Thomson,male,London,KT5 9QZ,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
6877,6877,Samantha Smith,female,Scotland,ML1 4ZG,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3846,3846,Rachael Wilkinson,female,Wales,CF5 3EX,White,United Kingdom,Other,,,,,,,,,,,,,,,
8970,8970,Lindsey Webb,female,Northern Ireland,BT94 3AR,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
839,839,Sheila Kirk,female,East,PE19 2PJ,White,United Kingdom,3. Associate professional and technical occupat...,0.0,0.0,2022.9537100000002,One family households,Yes,5301.759828,cd386a2f-924a-494d-8c29-ef172413e9d0,3.0,Child,0.0,3 bedrooms,0.0,0.0,0.0,east
3144,3144,Lorraine Adams,female,West Midlands,B65 0HG,White,United Kingdom,Other,,,,,,,,,,,,,,,
7982,7982,Billy Sharpe,male,South West,BS39 4LN,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7149,7149,Kim Chapman,female,North West,L31 2HF,White,United Kingdom,Other,,,,,,,,,,,,,,,
1153,1153,Margaret Swift,female,London,RM14 2TU,White,United Kingdom,Other,,,,,,,,,,,,,,,
675,675,Rachael Smith,female,South East,RH15 9NN,White,United Kingdom,Other,0.0,0.0,1942.088616,Lone parent,Yes,2727.748595,97173993-1870-438e-8374-577e01544140,3.0,Dependent Child,0.0,3 bedrooms,0.0,0.0,0.0,south east
4143,4143,Mohamed Sutton,male,South East,DA11 0PS,White,United Kingdom,Other,,,,,,,,,,,,,,,
109,109,Elliott Carey,male,South East,PO2 8JQ,Mixed / Multiple ethnic group,United Kingdom,Other,0.0,1106.0,1202.0833400000001,One family households,Yes,2689.0945890000003,a4cb71d4-5215-45b1-b514-f393341c636e,5.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,south east
3169,3169,Josh Kaur,male,East Midlands,NN14 3LU,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
3082,3082,Derek Clark,male,Scotland,IV3 5DZ,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
8610,8610,Joseph Glover,male,East,AL3 8JY,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
2556,2556,Ashleigh Watson,female,London,E4 6BZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
637,637,Lynn Clarke,female,East,CO13 0NG,White,United Kingdom,Other,0.0,0.0,1975.091936,One family households,Yes,6063.369574,c7af5bcd-f08b-4e4b-861e-e1c75c155d5b,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,east
2004,2004,Marion Hughes,female,South East,ME3 8RH,White,United Kingdom,Other,,,,,,,,,,,,,,,
683,683,Stephanie Walsh,female,London,WC2A 1PL,Asian / Asian British: Other Asian,United Kingdom,3. Associate professional and technical occupat...,0.0,172.0,1623.8939990000001,One family households,Yes,89.89385569,9fc8eac4-6f56-4b6d-a84b-4d6977639aff,2.0,Couple,0.0,1 bedroom,0.0,0.0,0.0,london
3337,3337,Martyn Bishop,male,West Midlands,ST3 7AS,Asian / Asian British: Other Asian,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
4180,4180,Tina Butcher,female,West Midlands,CV10 7GR,White,United Kingdom,Other,,,,,,,,,,,,,,,
8385,8385,Darren Whitehouse,male,East Midlands,NG19 7JN,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
1485,1485,Tina Hewitt,female,East,CB1 8PT,White,Switzerland,5. Skilled trades occupations,,,,,,,,,,,,,,,
1978,1978,Simon Osborne,male,East,CB11 4RX,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
4642,4642,Martyn Collins,male,South West,BH6 5PA,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
2652,2652,Victoria Peacock,female,Northern Ireland,BT41 4NX,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
1281,1281,Ashleigh Franklin,female,North East,SR4 6UU,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
